"","year","soc_2010","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"5396",2000,"39-2021",146799.12,141462.71,136533.35,4929.36,27591.23,113871.48,0.80495757503868,261.833333333333,284,35.4782608695652,34,82.0204182430833,81
"5397",2001,"39-2021",182187.87,180232.88,175518.17,4714.71,44202.57,136030.31,0.754747468941294,318.21052631579,320,34.6446280991736,32.5,79.8593818175685,73
"5398",2002,"39-2021",141560.24,141560.24,129232.41,12327.83,36239.35,105320.89,0.744000504661478,317.5,312.5,33.1212121212121,32,75.7300694036687,73
"5399",2003,"39-2021",106500.76,104689.99,91621.87,13068.12,32840.7,71849.29,0.68630525229776,269.538461538462,314.5,36.3205128205128,30.5,78.0995860253688,73
"5400",2004,"39-2021",109452.03,106907.06,100629.76,6277.3,28702.78,78204.28,0.73151651537326,232.833333333333,305,35.961038961039,31.5,77.5524800700721,73
"5401",2005,"39-2021",144191.07,144191.07,133799.81,10391.26,41935.36,102255.71,0.709168119773298,331.916666666667,400,36.7333333333333,34,78.156408715186,73
"5402",2006,"39-2021",133735.48,132618.01,124217.19,8400.82,42498.26,90119.75,0.679543826664267,350.4,342.5,37.6736842105263,38,75.8689129025537,73
"5403",2007,"39-2021",106180.03,104323.31,98403.73,5919.58,25379.43,78943.88,0.756723305654316,350.9,321,34.7777777777778,37,76.1439614981541,73
"5404",2008,"39-2021",116716.32,111855.21,108688.92,3166.29,27868.34,83986.87,0.750853447058926,568.125,621,36.4285714285714,33.5,81.4346941908204,81
"5405",2009,"39-2021",176372.07,172185.02,155158.12,17026.9,60690.86,111494.16,0.647525318985356,506.7,350,38.2173913043478,36,78.0174180657527,81
"5406",2010,"39-2021",172390.41,169828.04,158921.61,10906.43,49101.51,120726.53,0.710875129925541,483.416666666667,462.5,40.2792792792793,43,77.5088316982284,73
"5407",2011,"39-2021",172021.51,168900.26,160034.93,8865.33,53860.57,115039.69,0.681110200777666,342.75,275,37.6969696969697,36,78.2997326943132,73
"5408",2012,"39-2021",230395.93,229492.75,202387.52,27105.23,54467.23,175025.52,0.762662524197387,412.833333333333,373.5,36.2097902097902,34,81.4511597425191,81
"5409",2013,"39-2021",154850.41,154850.41,137961.14,16889.27,56542.72,98307.69,0.634855858631566,475.333333333333,391,37.3636363636364,34,76.8319921141959,81
"5410",2014,"39-2021",417029.53,405252.27,360069.6,45182.67,139865.82,265386.45,0.654867275635495,383.235294117647,246.5,36.8067226890756,29.5,78.2010079055201,81
"5411",2015,"39-2021",229284.24,226520.42,219646.89,6873.53,70175.27,156345.15,0.690203337959553,375,341,35.8425196850394,31,79.0929101667744,73
"5412",2016,"39-2021",252547.12,249450.25,235382.2,14068.05,67159.82,182290.43,0.730768680328041,389.714285714286,375,38.416,33.5,82.7005209255152,81
"5413",2017,"39-2021",211127.4,201934.11,186250.71,15683.4,46511.67,155422.44,0.76966907671022,524.545454545455,480.5,37.1074380165289,34.5,84.0018308447246,81
"5414",2018,"39-2021",294516.79,292717.65,267288.05,25429.6,60882.64,231835.01,0.792008988866917,413,290,38.6714285714286,39,81.7424044638237,81
"5415",2019,"39-2021",318820.17,318820.17,312580.14,6240.03,62740.04,256080.13,0.803211823141553,445.9,437,37.5915492957746,33.5,82.2925336248331,81
"5416",2020,"39-2021",300602.769,292625.9394,268531.2215,24094.7179,46917.9449,245707.9945,0.839665803393231,424.142857142857,215,36.3983050847458,31.5,86.9401024842981,81
"5417",2021,"39-2021",251014.5261,248090.7957,221975.4972,26115.2985,56012.6793,192078.1164,0.77422508101537,569.625,372.5,37.0625,32,87.6434446140962,81
"5418",2022,"39-2021",302940.29,299106.38,285384.04,13722.34,88116.39,210989.99,0.70540116864107,446.090909090909,522.5,35.2631578947368,29,84.3169616107822,81
"5419",2023,"39-2021",314499.26,314499.26,303901.32,10597.94,62510.6,251988.66,0.801237688126834,648.125,355,36.9047619047619,29.5,84.4249775341284,81
"5420",2024,"39-2021",384517.21,384517.21,361467.13,23050.08,85895.44,298621.77,0.77661483604336,648.125,355,37.1014492753623,31.5,86.0846411789995,81
"5421",2025,"39-2021",366559.06,351923.87,324242.05,27681.82,95196.59,256727.28,0.729496638008669,648.125,355,37.7375886524823,36.5,84.824939581393,81
"5422",2003,"39-3010",115992.35,115992.35,112556.95,3435.4,64908.2,51084.15,0.440409647705215,524.903225806452,445,39.9268292682927,37.5,81.2019052118524,73
"5423",2004,"39-3010",83867.23,83867.23,81352.49,2514.74,41631.21,42236.02,0.503605758768949,432.882352941176,321,40.1022727272727,35,79.5002796682328,73
"5424",2005,"39-3010",116672.99,115091.07,111271.99,3819.08,60631.9,54459.17,0.473183279988621,559.125,617.5,40.0537634408602,38.5,80.2137944325307,81
"5425",2006,"39-3010",111765.15,111765.15,105939.53,5825.62,59776.68,51988.47,0.465158146345261,628,573,39.3488372093023,37.5,79.0156317957789,73
"5426",2007,"39-3010",117971.22,117794.22,112419.8,5374.42,66014.13,51780.09,0.439580906431572,637.35,646,40.2043010752688,36.5,78.5891799275041,73
"5427",2008,"39-3010",124253.72,124253.72,119177.83,5075.89,55296.49,68957.23,0.554971150964333,642.833333333333,588.5,40.0919540229885,38,81.1132947166492,73
"5428",2009,"39-3010",106113.38,106113.38,102512.96,3600.42,47031.76,59081.62,0.556778230982747,467.923076923077,330,41.0909090909091,38,79.7895903419532,73
"5429",2010,"39-3010",144964.68,142674.13,127205.65,15468.48,86663.9,56010.23,0.392574533308877,618.916666666667,282.5,41.4607843137255,41.5,79.424421512155,73
"5430",2011,"39-3010",135100.48,131857.69,110546.2,21311.49,78933.81,52923.88,0.401371205577771,538.4,372,41.8613861386139,41.5,76.9095437664652,81
"5431",2012,"39-3010",103474.17,102762.95,92736.88,10026.07,56995.11,45767.84,0.445372967591919,947.666666666667,720,45.0506329113924,43,80.4185473461009,77
"5432",2013,"39-3010",109562.79,109562.79,95331.74,14231.05,53768.15,55794.64,0.509248075920666,533.4,510,45.1621621621622,44,88.2282578784275,81
"5433",2014,"39-3010",211006.4,211006.4,203953.82,7052.58,142400.58,68605.82,0.325136204399487,680.333333333333,718,40.8904109589041,39,86.9302912139158,81
"5434",2015,"39-3010",84676.17,84676.17,80020.35,4655.82,38815.55,45860.62,0.541600074731769,727.25,592.5,42.0847457627119,42,79.0318097759972,73
"5435",2016,"39-3010",92138.17,92138.17,84390.57,7747.6,57450.39,34687.78,0.376475677778276,831.142857142857,440,44.3888888888889,46,82.4983274575564,81
"5436",2017,"39-3010",74805.78,74805.78,69151.81,5653.97,33564.42,41241.36,0.551312478795088,697.625,725,43.9038461538462,46,80.5891309468333,73
"5437",2018,"39-3010",94207.28,94207.28,85339.98,8867.3,47706.71,46500.57,0.493598477739724,866.5,981,47.1929824561403,46,83.9402297784206,77
"5438",2019,"39-3010",87474.45,86462.94,81009.87,5453.07,31416.32,55046.62,0.63664987565771,419,510,45.3770491803279,48.5,82.8519973991169,77
"5439",2020,"39-3010",81487.9053,79731.2002,62211.2311,17519.9691,38648.58,41082.6202,0.515264038380799,380,338.5,40.5531914893617,41,84.5144633430466,73
"5440",2021,"39-3010",87050.9373,87050.9373,78390.2068,8660.7305,48621.9612,38428.9761,0.441453903793865,610,400,45.9166666666667,47.5,81.7537902455187,73
"5441",2022,"39-3010",94607.26,93797.34,93372.93,424.41,62528.14,31269.2,0.33336979492169,503,503,39.2790697674419,40,83.3745168039947,81
"5442",2023,"39-3010",84905.15,84905.15,83850.55,1054.6,47150.66,37754.49,0.444666666274072,730.5,558,42.3888888888889,47,84.1320277980782,81
"5443",2024,"39-3010",80527.36,80527.36,80527.36,0,50966.3,29561.06,0.367093370501653,730.5,558,46,46.5,84.8529837560799,81
"5444",2025,"39-3010",113263.35,113263.35,113263.35,0,78279.08,34984.27,0.308875465894307,730.5,558,49.3777777777778,49.5,91.5615557018223,86.5
"5445",2000,"39-3021",4774.59,4774.59,4774.59,0,4774.59,0,0,310,310,31.3333333333333,22.5,98.3432022435434,92
"5446",2001,"39-3021",12486.87,12486.87,11609.32,877.55,10030.96,2455.91,0.196679392033392,129,129,30.8888888888889,28,64.3741874464938,66.5
"5447",2002,"39-3021",5145,5145,5145,0,5145,0,0,210,210,32,29.5,83.4222079689018,82.5
"5448",2003,"39-3021",5105.4,5105.4,5105.4,0,5105.4,0,0,210,210,37.25,36,80.3248638696282,77
"5449",2004,"39-3021",6297.24,5013.95,5013.95,0,4374,639.95,0.127633901415052,210,210,22.6666666666667,20.5,77.9547043747943,77
"5450",2005,"39-3021",14115.83,14115.83,14115.83,0,10847.56,3268.27,0.231532258464433,518,534.5,23.7,21,83.4071627385708,73
"5451",2006,"39-3021",1314.5,1314.5,1314.5,0,1314.5,0,0,92,92,19.5,19.5,73,73
"5452",2007,"39-3021",5183.28,5183.28,5183.28,0,4849.23,334.05,0.0644476084641385,271.5,158,29.6,26,104.086366161967,102
"5453",2008,"39-3021",4050,4050,4050,0,4050,0,0,350,350,24,23,80.2273925925926,77
"5454",2009,"39-3021",3904.2,3904.2,3904.2,0,2477.07,1427.13,0.365537113877363,350,350,26.4,22,72.8980764305107,65.5
"5455",2010,"39-3021",13188.64,13188.64,10442.88,2745.76,8255.42,4933.22,0.374050698176613,340,340,28.5454545454545,22,75.7970799111963,73
"5456",2011,"39-3021",10751.22,10751.22,10562.82,188.4,9195.65,1555.57,0.144687765667524,359,359,25,22,59.0968243603982,73
"5457",2012,"39-3021",3078.53,3078.53,264.23,2814.3,2814.3,264.23,0.0858299253215008,359,359,43.5,43.5,117.592714704745,91.5
"5458",2013,"39-3021",1854.02,1854.02,1854.02,0,1854.02,0,0,359,359,40,23,83.8342736324312,81
"5459",2014,"39-3021",15160.58,15160.58,15160.58,0,15160.58,0,0,962,962,37,35.5,75.3576987160122,70.5
"5460",2015,"39-3021",11948.09,11948.09,11948.09,0,11948.09,0,0,962,962,38.6,31.5,105.114242527467,111
"5461",2016,"39-3021",10531.72,10531.72,10531.72,0,6524.59,4007.13,0.380482010535791,718,718,40.6666666666667,37,88.7451489405339,77
"5462",2017,"39-3021",2397.36,2397.36,0,2397.36,2397.36,0,0,718,718,27,27,81,81
"5463",2000,"39-3031",24480.41,24480.41,24480.41,0,6779.68,17700.73,0.723056925925669,181.666666666667,97.5,28.4,18.5,80.168629937162,73
"5464",2001,"39-3031",34108.22,34108.22,30169.79,3938.43,13761.59,20346.63,0.596531569222903,737.6,422.5,26.0454545454545,19.5,73.4708897151478,73
"5465",2002,"39-3031",33684.69,33117.03,28081.16,5035.87,16256.66,16860.37,0.509114796828097,236.75,79.5,31.4347826086957,22,81.1892829761606,81
"5466",2003,"39-3031",62279.92,62279.92,39706.17,22573.75,41542.1,20737.82,0.332977627460022,238.375,146,32.0833333333333,22.5,73.6999397237504,73
"5467",2004,"39-3031",53828.8,53828.8,42763.95,11064.85,20199.68,33629.12,0.624742145468597,135,135,34.8666666666667,34,77.3780245890676,73
"5468",2005,"39-3031",35249.98,35249.98,26478.06,8771.92,16831.79,18418.19,0.522502140426746,49,49,26.578947368421,20,74.7118457939551,77
"5469",2006,"39-3031",41137.65,36071.3,34707.63,1363.67,27858.04,8213.26,0.22769514822033,267,267,42.4210526315789,25,79.5191487415203,77
"5470",2007,"39-3031",33312.24,33312.24,33312.24,0,21385.15,11927.09,0.358039267248315,146,100,32.625,25,76.9941997295889,73
"5471",2008,"39-3031",49343.81,49343.81,42104.91,7238.9,23061.08,26282.73,0.532644925472922,216,174,31.9032258064516,21,79.8120254597284,81
"5472",2009,"39-3031",42103.89,39410.21,29529.86,9880.35,14085.47,25324.74,0.642593378720895,251.166666666667,153.5,34.9545454545455,26.5,78.2310916384359,77
"5473",2010,"39-3031",46204.69,44470.25,36709.99,7760.26,29673.95,14796.3,0.332723562381592,160.25,100.5,33.258064516129,23,81.0648222126028,73
"5474",2011,"39-3031",48012.93,45972.61,36642.33,9330.28,28329.14,17643.47,0.383782212930699,227,227,27.1538461538462,21,75.8438394078561,81
"5475",2012,"39-3031",46882.67,44133.43,40056.82,4076.61,24107.09,20026.34,0.453768039329823,187.333333333333,149.5,28.2592592592593,23,89.6390760926581,81
"5476",2013,"39-3031",40119.06,35773.11,25867.52,9905.59,12721.62,23051.49,0.644380373973635,210,210,32.304347826087,21.5,81.7347309193973,81
"5477",2014,"39-3031",118641.06,107081.09,106189.6,891.49,31681.14,75399.95,0.704138797989449,121.714285714286,132.5,31.5862068965517,22,76.5477710396859,81
"5478",2015,"39-3031",64233.03,64233.03,56188.32,8044.71,29716.67,34516.36,0.537361541250662,370,214,29.96875,22,82.544944711467,81
"5479",2016,"39-3031",52026.57,52026.57,50143.18,1883.39,29248.79,22777.78,0.437810526429092,286.230769230769,253,29.3333333333333,21.5,83.707799495527,81
"5480",2017,"39-3031",55466.61,51530.92,44524.6,7006.32,19084.13,32446.79,0.629656718723438,196,177.5,34.2222222222222,22.5,82.8538300888088,81
"5481",2018,"39-3031",26479.54,23373.86,19583.98,3789.88,9517.25,13856.61,0.592825061842588,189,189,28.4166666666667,22,90.07246171578,81
"5482",2019,"39-3031",36862.6,33199.36,31005.42,2193.94,21423.39,11775.97,0.354704729247793,227.666666666667,227,37.15,42.5,88.3266897313683,81
"5483",2020,"39-3031",21233.4783,19571.321,19571.321,0,13284.6967,6286.6243,0.321216145808451,344,288,46.6363636363636,50,67.7779142756894,66.5
"5484",2021,"39-3031",14986.8524,14986.8524,10430.6088,4556.2436,7768.1588,7218.6936,0.481668425586149,344,288,40.2,28.5,97.7332165625385,101.5
"5485",2022,"39-3031",28573.26,28573.26,21551.34,7021.92,20975.44,7597.82,0.26590665538339,600,600,33.4615384615385,21.5,75.9084066711324,73
"5486",2023,"39-3031",18178.25,8662.71,8662.71,0,5132.39,3530.32,0.407530668809183,163,163,32.6666666666667,18.5,76.0533077985988,73
"5487",2024,"39-3031",28910.47,25561.75,24984.58,577.17,7954.96,17606.79,0.688794390055454,163,163,49.3076923076923,46.5,88.5248318288067,77
"5488",2025,"39-3031",48408.67,39531.83,34233.43,5298.4,20797.26,18734.57,0.473911023092025,163,163,42.6923076923077,31.5,94.1979359417462,86.5
"5489",2000,"39-3090",214044.66,206386.63,186782.23,19604.4,116942.29,89444.34,0.433382433736139,303.727272727273,181.5,36.036036036036,33.5,79.4131681882687,81
"5490",2001,"39-3090",229339.39,216377.34,209006.99,7370.35,137462.33,78915.01,0.364710140165324,427.603773584906,364.5,36.0958904109589,35,78.286232098056,73
"5491",2002,"39-3090",294485.61,284696.25,248339.83,36356.42,177124.62,107571.63,0.377847021167297,420.423076923077,317.5,35.2967479674797,29,80.6659808128838,73
"5492",2003,"39-3090",147779.04,142952.21,125456.5,17495.71,95276.8,47675.41,0.33350593180756,317.478260869565,296,35.0841121495327,28,78.556806641884,81
"5493",2004,"39-3090",178152.59,161853.46,153245.84,8607.62,111574.61,50278.85,0.310644270440681,326.5,135,34.283185840708,26,81.5981108466882,81
"5494",2005,"39-3090",154072.25,152862.42,140337.88,12524.54,98325.97,54536.45,0.356768197180183,302.588235294118,197.5,35.1485148514851,30,81.855839322706,81
"5495",2006,"39-3090",162539.2,161983.78,140039.96,21943.82,95143.6999999999,66840.08,0.412634400802352,260,88.5,34.9909090909091,31.5,77.0589108983628,81
"5496",2007,"39-3090",138804.45,133735.6,119336.61,14398.99,82470.21,51265.39,0.383333906603776,310.5,250.5,35.1590909090909,23,78.922385961554,73
"5497",2008,"39-3090",168930.25,156837.06,141050.09,15786.97,95560.5,61276.56,0.390702044529526,322,155,34.9183673469388,24,80.3691184978856,81
"5498",2009,"39-3090",212744.02,204905.22,165010.74,39894.48,129884.38,75020.84,0.366124591652667,399.294117647059,393,32.8888888888889,26.5,81.443761803628,81
"5499",2010,"39-3090",221658.13,217443.45,185417.65,32025.8,128817.25,88626.2,0.407582753125008,372.625,133,34.8897058823529,24.5,81.5871330683908,81
"5500",2011,"39-3090",211778.57,198231.24,158696.8,39534.44,104556.17,93675.07,0.472554527732359,310.1,289,35.025641025641,26,80.4436358265226,81
"5501",2012,"39-3090",197413.3,192001.73,158194.87,33806.86,101609.81,90391.92,0.470787008012897,368.0625,211.5,36.2649572649573,25,81.6613854989744,81
"5502",2013,"39-3090",187054.68,185323.29,147544.33,37778.96,101254.25,84069.04,0.453634510805415,277.578947368421,170,36.4504504504505,26.5,84.1682046546875,81
"5503",2014,"39-3090",365560.52,354964.79,305796.42,49168.37,204528.62,150436.17,0.423805893536652,390.777777777778,207,33.0188679245283,26,83.7051046105164,81
"5504",2015,"39-3090",183032.15,180566.63,169960.4,10606.23,103045.16,77521.47,0.42932334728737,310.6875,245,31.7980769230769,26,82.9892990748069,81
"5505",2016,"39-3090",154233.66,146392.61,139649.25,6743.36,101897.51,44495.1,0.303943621197819,344.545454545455,370.5,36.2359550561798,26,81.0310762954497,81
"5506",2017,"39-3090",200581.48,192827.08,167598.67,25228.41,93298.42,99528.66,0.516154992338213,490.727272727273,382.5,34.1376146788991,26,81.2324458784524,81
"5507",2018,"39-3090",194034.18,184734.88,165192.24,19542.64,106758.33,77976.55,0.422099768056796,729.692307692308,330,35.6494845360825,28,81.1820635604928,81
"5508",2019,"39-3090",220680.05,210568.77,186945.68,23623.09,123938.04,86630.73,0.411413002982351,501,440,33.6542056074766,23,83.0261516463243,81
"5509",2020,"39-3090",206332.945,197639.7987,175798.6482,21841.1505,112059.2471,85580.5516,0.433012744208993,339.5,307.5,36.3222222222222,26,85.5618443381869,81
"5510",2021,"39-3090",183626.5675,183410.4152,135951.4181,47458.9971,95459.6248,87950.7904,0.479529967281814,529.222222222222,577.5,35.4404761904762,26.5,91.8966911296759,81
"5511",2022,"39-3090",171927.86,167495.03,154302.99,13192.04,77418.6,90076.43,0.537785688327588,451,235.5,34.1518987341772,24,85.1433684330812,81
"5512",2023,"39-3090",235685.41,221603.79,199215.91,22387.88,108228.86,113374.93,0.511610970191439,468.533333333333,352,34.2717391304348,24,86.295997058534,81
"5513",2024,"39-3090",215761.35,211568.07,185229.01,26339.06,104570.83,106997.24,0.505734348288,468.533333333333,352,36.1948051948052,25,87.5074275149364,81
"5514",2025,"39-3090",224106.42,213464.48,191123.34,22341.14,96798.4,116666.08,0.546536266829966,468.533333333333,352,37.6707317073171,26,86.4776629348358,81
"5515",2000,"39-4031",45812.04,45812.04,45812.04,0,32476.93,13335.11,0.291083086455002,615.2,552,42.4761904761905,42,97.6475354513791,92
"5516",2001,"39-4031",59185.22,59185.22,59185.22,0,34813.94,24371.28,0.411779832870436,958.9,1273,44.6666666666667,48,98.8965652235474,101.5
"5517",2002,"39-4031",58309.97,58309.97,58309.97,0,38703.64,19606.33,0.336243184484574,1221,1154,41.531914893617,40,99.4438981875655,92
"5518",2003,"39-4031",62663.88,62663.88,62663.88,0,45900.33,16763.55,0.267515353342308,995.888888888889,725,46.8157894736842,47.5,92.8314031943123,91
"5519",2004,"39-4031",52417.05,52417.05,50025.5,2391.55,40893.99,11523.06,0.219834195171228,986,350,50.1621621621622,49.5,92.7321035808005,91
"5520",2005,"39-4031",55043.83,55043.83,52123.68,2920.15,46248.47,8795.36,0.159788299615052,976.666666666667,701.5,49.9722222222222,56,91.8271208598675,81
"5521",2006,"39-4031",60962.49,60734.73,57634.39,3100.34,45612.76,15121.97,0.248983900973957,451,451,47.9722222222222,45,92.5511293126684,91
"5522",2007,"39-4031",22688.54,22688.54,21815.42,873.12,16781.77,5906.77,0.260341564507897,793,888.5,39.9090909090909,38,98.2547087648655,92
"5523",2008,"39-4031",29764.61,29764.61,29764.61,0,24367.26,5397.35,0.18133447742134,641,432.5,48.2173913043478,45.5,81.6557492270183,91
"5524",2009,"39-4031",32463.04,32463.04,30326.12,2136.92,27985.95,4477.09,0.137913454808915,1115,1115,44.8947368421053,42,96.4902846437056,91
"5525",2010,"39-4031",45471.4,45471.4,36953.49,8517.91,35410.2,10061.2,0.2212643551771,847,847,50.5,47.5,94.3704222874158,101.5
"5526",2011,"39-4031",32549.28,32549.28,29762.72,2786.56,22497.84,10051.44,0.308806830750173,757,757,49.7,52,89.8013126557638,91
"5527",2012,"39-4031",37882.11,37882.11,33921.38,3960.73,25787.86,12094.25,0.319260199603454,1059,1011.5,46.1304347826087,47,100.937994742109,111
"5528",2013,"39-4031",45515.8,45515.8,45515.8,0,30730.25,14785.55,0.324844339767729,935.666666666667,730,46.24,45,99.2612163248806,111
"5529",2014,"39-4031",74234.9,74234.9,74234.9,0,51216.64,23018.26,0.310073294366935,914.666666666667,490,44.8235294117647,51,82.8172626352295,81
"5530",2015,"39-4031",29467.76,29467.76,28289.52,1178.24,24409.41,5058.35,0.171657092361279,914.666666666667,490,51,56.5,92.1526325720041,86
"5531",2016,"39-4031",40729.78,40729.78,40729.78,0,33136.3,7593.48,0.186435576131273,1362.5,967.5,48.8181818181818,50.5,94.1682233491072,91
"5532",2017,"39-4031",39065.46,37128.33,37128.33,0,27729.22,9399.11,0.253151973169814,787.25,310,47.7894736842105,47.5,99.1607163586404,92
"5533",2018,"39-4031",50447.39,50447.39,50447.39,0,39427.46,11019.93,0.2184440067167,1350,1207.5,53.5789473684211,57,96.6557096412718,92
"5534",2019,"39-4031",43664.81,39884.66,39884.66,0,30913.84,8970.82,0.224919054092476,1118.66666666667,812.5,49.8260869565217,52.5,86.6191633575415,91
"5535",2020,"39-4031",31405.9575,31405.9575,31405.9575,0,13467.864,17938.0935,0.571168495658825,1140,748.5,52.2272727272727,51.5,94.6856573056243,92
"5536",2021,"39-4031",37630.8675,37630.8675,37630.8675,0,24968.1354,12662.7321,0.336498543383301,1096.33333333333,769.5,54.5789473684211,50.5,109.156532527452,111
"5537",2022,"39-4031",45158.74,45158.74,45158.74,0,24358.73,20800.01,0.460597660607891,909.5,588.5,54.08,50.5,102.021250150026,92
"5538",2023,"39-4031",48542.17,48542.17,48542.17,0,32169.6,16372.57,0.337285498361528,959.25,380.5,53,49.5,102.911460900903,111
"5539",2024,"39-4031",28885.59,28885.59,28885.59,0,28482.64,402.95,0.0139498621977256,959.25,380.5,51,46.5,99.8508238883125,92
"5540",2025,"39-4031",46434.88,46434.88,46434.88,0,21963.36,24471.52,0.527007284179479,959.25,380.5,47.9411764705882,46.5,101.553558876431,111
"5541",2003,"39-40XX",14812.2,14812.2,14812.2,0,10235.5,4576.7,0.308981785285103,291,120,50.5714285714286,40.5,88.6232274746493,86
"5542",2004,"39-40XX",8214.34,8214.34,6822.3,1392.04,2626.41,5587.93,0.680265243464478,83,83,57.375,59,66.9497707667323,73
"5543",2005,"39-40XX",13690.54,13690.54,13690.54,0,8883.27,4807.27,0.351138085130316,290.666666666667,397.5,62.2,63.5,86.3715930854444,73
"5544",2006,"39-40XX",24658.96,24658.96,21260.62,3398.34,16961.15,7697.81,0.312170910695342,600,371.5,49.0833333333333,46,84.9019273318908,86
"5545",2007,"39-40XX",11585.06,11585.06,11585.06,0,11102.39,482.67,0.0416631420122123,600,371.5,59,69.5,64.9178062090313,73
"5546",2008,"39-40XX",19867.37,19867.37,16726.37,3141,9591.1,10276.27,0.517243600939631,106,32,56.2307692307692,62,72.2948573464933,73
"5547",2009,"39-40XX",4765.9,2944.8,2944.8,0,753.06,2191.74,0.744274653626732,180,180,47,31,77.5759372453138,73
"5548",2010,"39-40XX",14668.09,12690.67,12690.67,0,4159.26,8531.41,0.672258438679754,180,180,52.4285714285714,51.5,85.0585674357619,77
"5549",2011,"39-40XX",4429.48,4429.48,1327.58,3101.9,1533.45,2896.03,0.653808121946594,180,180,47.3333333333333,37,76.5611832540163,70.5
"5550",2012,"39-40XX",20744.17,20744.17,19701.39,1042.78,14410.19,6333.98,0.305337837088686,400,400,49.3846153846154,60,94.517355960735,81
"5551",2013,"39-40XX",20026.77,20026.77,15600.64,4426.13,3060.46,16966.31,0.847181547498673,357,60,47.4545454545455,51,86.7525636934962,81
"5552",2014,"39-40XX",39920.16,39920.16,35741.56,4178.6,16414,23506.16,0.588829303289366,189.5,124,47.9090909090909,58,85.0416771876666,81
"5553",2015,"39-40XX",11411.16,11411.16,11411.16,0,6710.84,4700.32,0.411905538087276,189.5,124,50.8333333333333,47,83.6958310986788,81
"5554",2016,"39-40XX",11404.47,11404.47,10821.75,582.72,5089.05,6315.42,0.553767075541432,189.5,124,54.125,51,94.6699609889806,77
"5555",2017,"39-40XX",19191.9,19191.9,19191.9,0,13761.48,5430.42,0.282953746111641,1080,1080,58.1428571428571,65,95.2405254299991,86
"5556",2018,"39-40XX",16654.41,16654.41,16654.41,0,14771.1,1883.31,0.113081760326544,327,327,42.8333333333333,23,91.215192852824,86.5
"5557",2019,"39-40XX",21504.2,20192.63,20192.63,0,15244.22,4948.41,0.245060202658098,250,250,47.9,52,79.9904574094607,77
"5558",2020,"39-40XX",16422.5033,14669.7252,14669.7252,0,10472.2559,4197.4693,0.28613141983055,590.666666666667,530,48.7142857142857,54.5,84.3979360704044,77
"5559",2021,"39-40XX",8273.288,8273.288,8273.288,0,1471.4042,6801.8838,0.822150008557662,400,400,44.6,29.5,112.39381051403,111
"5560",2022,"39-40XX",34792.19,34792.19,33337.39,1454.8,13872.15,20920.04,0.601285518387891,575.25,380.5,42,35,90.9396528358807,81
"5561",2023,"39-40XX",20805.33,20805.33,20805.33,0,14378.32,6427.01,0.308911706759758,1769,1769,42.1111111111111,31.5,88.3072611681718,81
"5562",2024,"39-40XX",17560.77,17560.77,17560.77,0,7238.9,10321.87,0.587780034702351,1769,1769,46.125,29,83.7278035074772,77
"5563",2025,"39-40XX",11475.88,11475.88,11475.88,0,11475.88,0,0,1769,1769,54.5,60,79.2332866847684,73
"5564",2000,"39-5011",101579.7,101579.7,101579.7,0,87123.18,14456.52,0.142317018065617,184.5,69,45.875,38.5,79.1184440395079,77
"5565",2001,"39-5011",94368.43,93779.72,86846.91,6932.81,73943.83,19835.89,0.211515773346306,577,577,43.7068965517241,44,72.3974352877147,73
"5566",2002,"39-5011",77174.04,77174.04,76570.13,603.91,61881.34,15292.7,0.198158603592607,282.8,215.5,44.875,46.5,72.1637076405486,73
"5567",2003,"39-5011",85076.47,85076.47,78776.78,6299.69,64932.85,20143.62,0.236770754592897,516.666666666667,425,42.1206896551724,42,72.8848298477828,73
"5568",2004,"39-5011",115651.07,115651.07,110383.96,5267.11,82601.93,33049.14,0.2857659682699,493.666666666667,568.5,41.9275362318841,38,76.6833993840265,73
"5569",2005,"39-5011",122322.88,122322.88,118295.35,4027.53,99614.85,22708.03,0.185640086302742,456.666666666667,371.5,45.2985074626866,44.5,73.5734031932538,73
"5570",2006,"39-5011",95167.3,95167.3,95167.3,0,75655.94,19511.36,0.20502168286796,368.5,374.5,47.0535714285714,48.5,76.5017992524744,73
"5571",2007,"39-5011",109699.98,109699.98,109699.98,0,72774.66,36925.32,0.33660279609896,495.454545454545,294,45.8153846153846,46.5,73.3124565747414,73
"5572",2008,"39-5011",93894.02,93894.02,92584.1,1309.92,75858.61,18035.41,0.192082626774314,531.5,230,45.7796610169492,51.5,79.0964440546906,77
"5573",2009,"39-5011",114845.79,114845.79,108674.34,6171.45,82513.66,32332.13,0.281526471279443,357.444444444444,326,45.15,41,76.0624197891799,81
"5574",2010,"39-5011",108331.6,108331.6,98664.04,9667.56,88542.23,19789.37,0.182674030476795,567.8,150,44.2295081967213,41,74.2269764316229,73
"5575",2011,"39-5011",99801.99,99801.99,94770.18,5031.81,70628.19,29173.8,0.292316816528408,522.25,560,44.3965517241379,45.5,77.9258486729573,73
"5576",2012,"39-5011",94651.1,94651.1,91439.43,3211.67,70531.66,24119.44,0.25482471941689,399.5,380,43.8983050847458,41.5,77.4425614704953,73
"5577",2013,"39-5011",137179.65,137179.65,137179.65,0,115828.62,21351.03,0.15564283769495,694.333333333333,294,43.1333333333333,39,66.5960678570035,73
